1001 10000
0 353 45139
0 118 40525
0 228 27956
1 116 984
1 164 476
0 101 10765
0 99 67731
1 57 378
0 356 64591
1 98 381
1 82 943
1 380 956
0 778 30808
1 138 577
1 313 962
0 496 54973
1 10 480
1 172 599
1 102 995
0 19 67164
0 325 97180
0 631 28366
1 106 807
1 266 915
1 114 364
0 890 87939
0 94 51416
0 441 33711
0 888 2126
1 68 804
0 11 22082
0 9 13715
1 0 900
0 69 76081
1 453 729
0 795 33717
0 428 44416
0 351 96868
0 997 35533
1 345 478
0 674 78538
0 415 80381
0 156 67443
0 108 35578
1 118 916
1 34 730
0 799 20971
0 823 48490
1 101 990
1 81 676
0 276 31834
0 223 30628
0 793 52643
1 124 452
0 675 22683
0 83 88350
0 0 8876
1 471 949
0 630 15081
1 71 356
1 49 335
0 146 79336
1 74 835
0 148 52921
1 720 933
1 336 925
0 774 36572
0 9 5666
1 57 905
0 222 16460
1 42 876
0 494 56008
1 30 516
1 295 883
0 679 95161
0 67 12896
1 10 652
1 111 935
0 353 22175
1 2 640
1 165 998
1 38 347
0 487 80917
1 670 792
0 120 97798
0 132 11945
1 229 501
0 636 13377
0 754 94358
1 87 803
1 52 908
0 55 87738
0 225 75679
1 166 800
0 844 71919
0 275 59828
1 460 848
0 2 41927
1 164 940
0 999 78604
0 287 33444
0 706 5500
0 542 9306
1 119 722
0 42 92355
0 911 91342
0 809 48633
0 256 93247
1 2 575
0 23 23103
1 116 159
1 514 865
0 232 97910
1 205 770
0 680 85475
0 883 33180
1 64 611
1 337 598
0 378 40806
0 437 49968
0 104 33644
1 53 395
1 130 309
0 491 66127
1 496 999
1 343 461
1 334 963
0 942 1289
1 567 633
1 158 935
1 100 994
0 935 87126
1 719 933
1 68 899
0 819 17986
1 790 990
0 1000 26005
0 954 25269
0 68 94639
1 237 939
1 99 866
0 422 51084
0 21 48542
1 693 935
0 600 95161
1 671 905
0 495 56441
0 661 2291
1 464 844
1 22 862
0 852 54587
0 753 6026
1 261 779
0 189 14057
0 494 16542
1 136 980
1 328 719
1 31 983
0 469 19809
1 136 294
1 143 750
0 421 64934
0 846 40856
0 577 81142
0 235 74919
1 86 414
0 942 85326
0 780 1937
0 8 44978
1 24 434
1 496 721
1 60 219
0 729 5116
1 214 513
1 34 702
0 948 33308
0 349 94765
1 92 328
1 31 282
0 94 35957
1 4 37
0 198 4818
0 680 20131
0 144 63159
1 205 498
1 84 927
1 78 842
1 548 875
1 20 599
1 783 983
0 884 92541
0 884 30046
1 376 623
0 296 50117
0 641 68
1 740 997
0 39 96337
1 187 755
1 20 643
1 897 952
1 5 39
0 556 47807
1 240 748
1 123 828
0 453 67712
0 204 71029
0 741 48933
0 668 55393
1 548 994
0 722 81105
1 469 536
1 6 761
0 353 12647
0 855 38322
0 977 57223
1 35 739
0 875 167
1 139 734
1 54 525
1 16 923
1 46 771
1 436 880
0 728 56072
0 92 87330
1 302 785
1 162 888
1 25 883
1 264 364
0 8 26431
0 599 24773
0 645 92851
0 865 23056
0 409 19819
1 277 597
0 388 34345
1 355 542
0 52 99031
1 352 797
0 25 69003
1 590 732
1 4 154
0 851 51974
1 145 713
1 598 899
0 635 99370
0 862 97670
1 861 931
0 365 75700
1 177 312
0 223 61016
0 493 31059
0 688 31055
1 197 823
1 355 928
0 651 61005
1 522 938
1 932 992
1 720 953
0 453 23080
1 163 541
0 207 15840
0 79 56969
0 628 23943
0 36 77854
0 220 29847
0 401 18599
1 220 817
1 60 219
1 72 231
1 0 209
1 89 983
0 117 85288
1 289 825
1 423 589
0 760 12728
1 482 835
1 108 443
1 287 965
0 875 87676
1 597 968
1 95 735
1 588 952
1 854 922
1 146 442
1 542 772
1 545 929
1 419 987
1 820 966
0 220 62226
1 44 815
0 848 18434
1 240 659
0 175 26677
0 223 79706
1 254 894
1 13 951
0 626 3122
1 11 471
0 797 41126
0 305 6735
0 671 69024
1 109 439
1 118 852
0 666 56780
1 658 976
0 624 88112
1 708 978
0 353 63092
1 447 676
0 599 60840
0 348 61839
1 13 687
1 221 614
1 14 992
1 966 999
1 55 269
0 261 83585
0 136 8862
1 358 783
0 873 57837
0 562 45642
1 13 997
1 305 677
0 219 74381
0 797 84618
1 570 952
1 156 606
1 121 802
1 300 710
0 348 76944
0 492 58379
1 432 893
0 729 79719
1 227 600
0 259 39841
0 434 59064
0 179 32140
1 522 817
1 21 757
1 620 993
1 499 907
0 670 46561
1 49 692
0 767 35674
1 300 624
1 527 999
0 517 67413
0 694 51791
0 676 58461
0 715 76719
0 67 32267
1 24 429
0 360 18175
1 166 943
1 63 833
0 894 58944
1 394 974
0 141 72496
0 92 5665
1 53 915
0 871 97582
1 106 663
0 434 14397
0 215 84018
1 155 999
0 841 88343
0 166 20026
0 348 5201
0 154 49626
0 746 37487
1 100 601
1 16 495
0 268 17334
0 658 51630
0 547 17338
1 24 684
1 358 855
1 758 868
1 63 274
0 923 39195
1 703 993
0 722 3672
1 163 923
1 33 632
1 78 890
0 151 42250
1 335 802
0 945 88367
0 463 82948
1 814 909
1 820 999
1 122 767
1 412 481
0 833 94585
0 422 79280
1 102 986
0 12 43551
1 29 503
0 141 94514
0 374 84757
1 91 581
0 598 73523
0 129 37879
0 999 91631
0 799 50130
1 213 964
0 677 64934
1 41 972
0 241 50414
1 25 638
1 260 884
1 263 858
0 49 7301
0 298 88554
0 806 7174
1 558 883
1 49 777
1 87 838
0 122 42629
0 175 5534
1 659 959
1 163 292
1 5 807
1 19 797
1 138 987
1 75 898
1 164 389
0 508 3517
0 644 7638
0 76 5544
0 496 27939
1 4 969
1 236 939
0 101 65815
0 782 74322
0 171 16752
1 71 861
1 38 594
0 901 35965
1 640 931
1 179 877
1 63 775
0 562 90141
0 581 58749
0 116 32260
1 343 760
1 513 837
1 154 716
1 318 890
1 3 510
0 495 39796
0 592 41586
0 146 39543
1 44 795
1 65 639
1 168 384
1 602 815
1 493 803
1 489 975
1 108 993
0 815 98306
1 60 740
1 24 244
0 895 95609
1 221 973
1 85 191
1 96 561
1 657 987
0 86 33345
0 48 20904
0 820 34404
0 432 26531
0 787 35839
0 840 34488
1 822 958
0 777 84185
0 505 48223
0 416 81614
0 778 30311
1 245 741
1 563 956
1 589 796
1 3 376
0 877 46630
0 605 84368
1 132 704
0 531 28721
1 112 704
0 209 10236
0 342 78258
1 18 939
1 18 447
1 84 399
0 851 47896
0 904 20853
1 25 280
0 785 93148
0 580 74201
0 357 15457
0 340 4318
0 955 28107
1 9 799
0 531 21881
0 730 22086
0 725 51747
0 445 22809
1 30 989
1 285 987
0 559 57784
0 881 76682
1 17 771
1 2 940
1 457 932
1 10 516
1 450 988
0 276 79977
0 867 27375
0 32 33754
1 327 968
1 136 987
0 708 91250
0 201 35598
1 15 279
0 880 36762
0 134 10891
1 52 927
0 845 43150
0 150 8841
0 259 92597
0 758 25664
1 372 905
1 123 386
0 32 73287
1 40 991
1 35 749
0 534 46203
0 677 31702
1 261 664
1 21 863
0 568 22121
1 6 652
1 121 686
1 532 832
1 78 728
1 0 939
0 328 92116
0 265 46459
0 654 34893
0 36 44440
0 273 47992
0 290 55859
1 15 794
0 538 69766
1 37 255
0 47 61260
0 427 39809
1 21 901
0 483 19492
0 235 56768
0 21 95651
0 579 39692
1 494 927
1 391 772
0 903 96958
0 71 48311
0 616 19675
1 45 810
1 68 925
0 980 79082
0 324 32724
1 246 772
0 630 20377
0 514 38803
0 997 51509
0 615 31686
1 632 998
0 489 92797
1 244 792
1 189 507
0 438 72881
0 227 18887
0 710 36377
1 91 949
0 707 99217
0 698 66742
1 471 645
1 524 975
1 664 931
0 739 48611
1 482 959
1 14 822
0 695 93808
0 273 48257
1 414 986
1 354 831
1 556 866
1 410 979
0 499 8023
1 332 900
0 538 85524
1 532 939
1 16 511
0 601 54289
1 319 772
1 31 221
0 465 52646
0 162 16324
0 749 57588
0 556 60585
1 532 939
1 80 730
0 247 42473
0 602 50361
0 708 76033
1 221 769
1 395 936
1 846 957
1 60 749
1 732 981
1 505 917
0 132 35681
0 568 30038
1 43 638
1 12 271
1 19 959
1 409 949
1 197 475
1 237 982
1 4 202
0 312 6197
1 64 897
1 164 931
1 857 996
0 162 77529
1 32 668
0 132 66507
0 77 74030
0 336 48894
1 906 995
1 6 888
0 265 6
1 52 444
1 1 335
1 86 616
0 643 578
1 329 927
1 71 409
1 159 655
1 1 704
1 132 790
0 138 61991
1 643 978
0 858 63666
0 792 15401
0 854 42008
1 471 758
0 905 50461
0 266 65777
1 49 708
0 96 84322
0 600 8163
1 32 569
1 767 944
1 143 715
1 21 86
1 32 482
0 424 76604
1 299 976
0 260 2479
0 23 39687
1 87 712
1 515 967
0 989 22856
1 413 736
0 228 84109
1 240 426
0 371 50931
1 1 644
0 23 71363
1 364 615
0 341 65981
0 594 57539
0 130 33744
1 460 653
0 38 92368
0 604 68958
0 98 89054
1 0 598
