1002 10000
0 205 6858
1 234 512
1 1 905
1 220 639
0 673 73263
0 508 23636
1 464 586
1 34 791
1 38 304
0 403 13351
0 366 86250
0 6 82108
0 250 18896
1 119 794
1 63 349
1 406 916
0 259 19205
1 37 200
1 111 150
1 8 885
0 512 9087
1 155 998
0 314 59345
0 561 84137
0 476 54309
1 45 130
0 173 73169
0 525 30237
1 70 432
0 715 76581
1 86 265
0 793 13192
1 55 768
1 221 454
1 568 873
0 851 73935
0 994 93396
0 828 58828
0 759 2290
0 812 19248
0 297 33281
1 75 734
1 101 544
1 249 623
1 165 424
0 331 16531
1 49 716
0 153 1950
1 536 749
0 967 38954
0 845 7354
1 401 760
0 855 94619
1 705 974
1 74 994
0 804 35011
0 425 28707
0 944 48834
1 565 984
1 130 712
1 315 942
1 75 779
1 519 994
0 978 76495
0 353 55822
0 520 73707
1 1 625
0 451 90905
1 160 869
1 86 771
1 167 816
1 76 750
1 447 963
0 668 17189
0 791 75898
1 208 997
1 317 611
1 48 518
0 727 91596
0 400 89713
1 2 895
0 300 73285
1 10 941
1 68 950
1 554 935
0 52 77501
1 489 812
0 937 33423
0 377 7614
0 7 84885
1 55 282
1 756 823
1 154 915
1 647 822
0 800 87440
1 464 993
1 36 445
1 41 964
0 1 91715
0 972 19078
0 290 63293
1 332 834
0 992 31094
0 309 5967
0 239 92825
0 782 74531
1 123 802
1 231 776
1 41 973
1 311 889
0 762 90015
1 241 604
1 862 920
0 886 20730
1 576 953
0 309 6251
0 481 28642
0 914 97111
1 108 744
0 252 82215
1 415 960
1 63 991
1 20 506
0 402 94911
0 164 67106
0 905 72681
1 752 893
1 224 937
1 109 667
1 249 560
1 275 994
0 479 855
1 338 981
0 861 65346
1 453 856
1 48 628
0 822 34763
0 364 10014
1 401 998
1 63 754
1 127 891
0 842 96350
1 125 560
1 459 734
1 20 720
0 849 82665
0 34 6853
0 922 98415
1 7 321
0 430 25892
0 966 41944
0 467 85990
1 262 305
0 772 42650
0 404 76387
1 740 936
0 223 18504
0 845 16885
1 15 631
0 696 35517
0 436 32387
0 34 87457
0 807 57820
1 15 783
0 991 77069
0 924 95100
1 60 210
1 20 97
0 602 23399
1 8 367
0 75 65422
0 343 89786
1 645 682
1 252 636
0 195 25895
1 430 816
1 4 353
1 131 567
1 56 997
1 1 788
0 828 33986
1 117 899
0 127 3010
1 37 292
1 80 492
1 360 753
0 517 46565
1 336 797
0 852 37483
1 33 164
0 633 17458
1 57 904
1 8 781
1 423 760
0 119 80735
0 175 17768
1 56 553
0 937 93858
1 286 408
1 222 929
1 87 932
1 211 964
0 224 57051
0 685 18645
0 857 51409
0 929 92749
1 361 827
1 418 676
0 877 2683
0 135 44563
0 842 40585
1 5 750
1 350 902
0 460 82833
1 622 915
0 793 94466
1 526 702
1 183 678
0 724 28714
1 73 678
1 185 643
1 621 804
1 931 1001
0 407 21049
1 118 855
1 392 643
0 813 55548
0 798 75818
1 204 999
1 10 390
0 520 82795
0 126 37293
0 37 92620
1 72 904
0 223 41406
1 103 374
0 662 149
0 808 76309
1 449 747
1 321 909
0 538 97339
1 258 620
0 772 57223
1 112 634
1 301 832
1 293 659
0 78 44735
1 46 742
0 758 31516
0 383 10537
0 530 49402
0 436 38766
0 231 51354
1 40 568
0 977 38067
0 935 25451
1 233 713
0 495 38695
0 169 21198
0 262 25516
1 85 328
1 209 476
1 117 225
0 843 69652
1 246 621
1 23 238
0 873 92309
1 185 955
0 635 60005
1 39 960
1 401 888
1 258 608
0 449 79087
0 197 47470
1 119 741
0 762 81777
1 241 974
0 445 18758
1 645 962
0 914 84881
1 25 381
0 966 48529
0 863 52025
1 190 660
0 12 67603
1 36 466
1 815 995
0 777 83023
0 453 46585
0 718 62393
1 82 976
0 385 74030
1 281 815
0 713 61109
0 569 60526
0 612 92150
0 180 72729
0 66 10979
0 240 67246
1 353 838
1 29 626
0 807 41031
0 925 96420
0 686 32521
1 131 979
1 154 858
0 480 49649
0 290 94093
1 382 681
0 816 27036
0 777 41973
0 700 92937
1 450 713
1 317 694
0 620 67056
0 108 62481
1 212 785
0 571 15021
1 329 969
0 780 59460
1 266 567
1 184 747
1 8 649
1 156 549
0 38 32064
1 172 861
0 146 4758
1 246 979
1 531 833
1 348 847
1 522 728
0 123 50134
0 959 90480
1 41 473
0 844 61540
1 643 963
0 554 38338
1 137 843
0 551 16233
0 12 34645
1 676 684
1 60 735
1 267 844
1 727 997
0 938 71654
1 328 885
0 537 66035
1 197 982
1 317 785
1 115 266
0 310 51294
0 724 89164
1 226 642
0 331 43007
0 387 11752
0 684 87702
1 119 615
0 90 18569
0 518 96248
0 50 3831
1 99 677
1 339 970
1 79 417
0 550 43589
1 505 684
0 522 15414
0 613 81188
1 204 838
1 131 346
1 317 724
0 98 13033
1 35 447
0 388 69426
0 138 35185
0 378 61811
1 567 760
0 13 28401
1 334 999
0 106 74298
0 940 13536
1 117 973
0 28 20271
1 323 419
0 500 16516
1 431 821
0 548 17789
1 810 886
1 741 976
0 530 94212
0 781 75502
1 10 777
0 523 43885
0 475 92139
1 361 472
0 404 72570
0 591 70002
0 725 60553
0 686 39024
0 25 94793
1 8 385
1 24 925
1 190 920
0 740 11739
0 610 82360
1 245 740
1 708 927
0 388 86397
1 718 956
1 133 456
0 765 51503
0 306 17446
0 896 73478
1 84 841
0 721 35099
0 306 4538
0 749 70127
0 73 62239
0 144 67309
1 5 298
0 902 31487
0 436 37422
1 624 995
0 930 85144
1 96 417
1 797 989
0 612 83402
1 9 381
0 574 24237
1 448 816
0 75 84564
1 386 720
0 845 62586
1 85 824
1 96 479
0 566 91107
0 167 25473
0 555 37058
0 61 63591
1 181 542
1 386 988
0 575 39124
0 104 27902
0 890 76561
0 782 39537
1 223 831
0 72 16341
0 501 36117
0 699 45025
0 190 87715
1 110 924
0 94 48266
1 59 712
1 274 823
0 985 43928
1 83 462
1 147 921
0 680 15594
1 151 969
1 301 794
0 32 60886
0 580 8358
1 54 955
0 852 93384
0 296 99586
0 700 49210
1 106 972
0 940 41692
0 990 80036
0 634 14764
1 211 996
1 5 117
1 233 559
0 972 41079
0 980 74650
1 279 480
1 121 973
1 23 268
1 616 1001
0 611 65097
0 970 67821
1 438 575
0 508 51629
1 428 1000
1 318 854
0 915 96550
0 164 85790
0 690 37633
0 77 14562
1 188 373
0 525 34591
0 888 35814
0 705 80178
1 66 802
1 340 996
0 366 73722
1 179 754
0 989 62639
1 236 701
1 373 976
1 501 870
1 104 523
1 253 743
1 28 642
0 881 43064
1 180 866
1 438 923
1 683 977
1 484 879
0 96 64828
1 12 203
0 451 75648
0 70 19822
0 741 89000
0 449 29403
1 79 961
0 133 64919
1 769 998
1 221 877
1 294 979
0 408 47665
1 88 577
0 988 30398
1 217 641
1 261 853
0 967 93838
1 697 799
0 577 49959
0 456 55832
1 26 988
0 188 43756
1 147 403
0 879 69697
1 567 689
1 293 859
0 152 39870
1 222 849
1 549 872
0 390 33610
1 609 996
1 28 604
1 316 930
1 813 978
0 152 6422
0 371 93107
1 41 797
1 632 988
0 414 71587
1 180 740
0 259 84611
1 239 787
1 14 144
1 245 891
0 674 79693
1 0 307
0 544 42274
1 171 929
1 197 475
0 997 26418
1 693 934
0 631 8447
1 46 988
1 34 585
1 660 759
0 783 47115
1 143 372
0 35 83151
1 46 526
0 557 88313
1 268 309
0 367 76391
1 111 929
1 81 987
0 146 23190
1 573 669
1 76 863
0 262 54562
1 326 893
1 140 743
0 327 56250
1 775 946
0 809 34968
1 860 979
0 585 70845
0 149 27958
1 451 964
1 412 1001
1 296 991
1 157 534
0 879 59517
0 275 43733
1 177 683
1 384 675
1 477 999
1 664 992
1 571 627
0 724 70599
1 160 461
0 751 7807
1 18 888
0 118 56188
1 134 945
0 860 21496
1 315 834
1 527 962
0 421 32009
1 31 903
0 19 18643
1 261 996
1 352 937
1 341 818
0 935 94357
1 387 993
1 440 913
1 47 224
0 714 91872
0 252 53213
1 323 910
0 61 98067
0 618 40941
0 824 28082
0 982 42514
0 527 41480
0 737 83473
1 288 982
0 199 90178
0 942 24534
0 433 52848
1 160 971
1 354 928
0 349 79221
1 541 978
1 31 980
1 244 785
1 91 359
0 269 48080
1 333 880
0 540 54611
0 477 80052
1 239 800
0 959 23479
1 42 579
1 214 491
1 128 368
1 52 997
1 89 836
0 850 2673
1 308 523
1 265 948
1 348 950
1 974 987
1 170 402
0 909 72091
0 354 50663
1 430 557
1 1 999
0 678 55869
1 147 393
0 755 83331
0 293 17300
1 206 918
1 193 576
0 323 23298
0 764 17771
0 707 30143
0 468 17906
0 373 51277
0 760 81417
0 28 48161
0 416 67222
1 98 565
0 190 37605
1 66 942
1 101 782
0 16 6455
1 12 181
1 332 807
1 319 995
0 837 51894
1 195 854
0 77 65490
0 308 16677
0 368 7303
0 597 60056
0 579 16406
0 1 39032
0 140 86773
1 169 833
0 393 59818
1 86 647
0 929 75546
1 125 327
1 604 933
0 938 41502
1 473 846
0 267 22635
0 625 63643
1 435 684
0 840 99345
1 7 869
0 224 41026
1 326 557
1 74 616
0 575 43951
1 153 991
1 326 706
0 793 64362
1 86 834
1 78 739
0 93 50331
1 84 693
1 16 973
0 986 16996
1 272 676
1 830 982
0 682 22294
0 954 67427
1 70 955
1 364 997
0 145 47111
0 758 5572
1 0 561
0 357 36300
0 189 43880
1 429 896
1 399 952
1 689 967
0 95 59592
1 23 450
0 641 24660
0 829 98529
1 54 949
0 754 62902
0 841 11230
1 541 947
1 99 400
0 41 51608
1 11 351
0 419 27098
1 9 55
0 108 45609
1 607 945
1 355 425
0 10 79321
0 165 12144
1 363 721
0 159 14882
0 173 93183
1 289 897
1 244 927
0 628 71799
1 69 531
0 136 10998
1 22 578
1 105 750
1 3 781
1 456 588
1 18 410
1 15 924
0 246 50671
1 132 708
1 712 982
0 299 832
1 506 664
0 535 73238
0 913 8786
1 88 693
0 960 99368
1 205 702
1 95 501
0 125 28079
0 537 17146
0 548 4798
0 47 19511
1 873 957
1 364 958
1 0 967
1 85 352
0 264 24445
1 123 314
0 585 10785
0 254 40624
1 55 378
1 722 980
0 282 83682
0 581 68167
1 228 991
0 366 28328
1 149 675
1 343 745
0 968 21295
0 464 92232
1 236 979
0 107 65604
1 19 886
0 210 90358
0 859 50819
1 96 590
0 793 35758
1 157 895
0 574 19412
0 212 48849
1 278 608
0 182 42591
0 25 26094
0 447 32989
1 142 808
1 571 990
1 447 690
0 622 23725
0 755 19369
1 89 919
0 289 54631
0 994 46809
0 951 69878
1 79 848
1 130 692
1 164 863
0 873 418
1 532 974
1 404 882
0 787 46564
1 221 946
0 607 70796
0 507 62990
0 410 21387
1 425 844
1 262 992
0 94 36693
0 936 3232
1 44 577
1 17 622
0 292 5852
1 134 545
1 10 545
0 120 13152
0 718 61139
0 385 64579
0 1 81171
1 10 601
1 721 989
0 572 69454
0 752 6314
0 951 71914
1 284 739
0 344 56261
0 759 87679
1 26 490
0 394 91324
0 818 44531
0 54 35420
1 41 741
0 322 19953
0 967 91433
1 4 789
0 348 78250
0 368 42090
1 688 965
1 639 953
1 98 878
1 401 588
0 292 40741
0 144 77531
1 83 928
1 333 941
1 782 946
1 24 289
1 627 953
0 776 81163
1 217 554
1 279 884
1 60 758
1 157 518
0 264 3192
1 323 508
0 199 65229
0 515 94156
1 289 744
1 702 796
0 280 25804
0 196 46511
0 676 37612
1 243 580
1 28 812
0 10 96694
1 13 945
0 247 59834
0 977 1413
0 381 382
0 862 1043
1 31 386
1 137 169
0 663 81449
0 26 40357
1 177 856
1 33 474
1 296 731
0 218 66616
1 152 980
1 152 501
0 413 15940
0 817 95722
0 424 62127
1 165 964
0 460 67168
1 684 1000
1 88 840
0 177 70670
1 176 643
0 322 86932
1 623 857
0 732 32796
0 342 15409
0 26 60414
0 684 27028
0 590 2607
1 217 823
1 62 167
0 94 64006
1 11 780
1 538 901
1 377 754
0 907 490
0 439 30767
1 882 981
1 248 894
1 477 704
0 866 11276
0 511 92063
1 174 574
0 337 60218
0 263 95920
1 911 996
0 401 90414
0 813 21485
1 240 810
0 664 67850
1 764 910
0 433 14527
1 0 895
1 125 912
1 214 795
0 387 76075
1 233 965
0 131 78660
0 36 53210
0 672 16790
0 686 5865
0 999 72428
0 87 86060
1 244 828
0 501 74773
0 829 80061
0 727 66428
1 228 983
1 133 774
0 529 47973
1 0 547
0 217 46610
1 28 490
0 708 30340
1 156 753
1 651 884
0 270 35417
1 12 243
1 90 749
1 129 783
0 575 3852
0 475 85094
1 133 997
1 23 735
1 14 427
0 291 41843
1 242 805
1 207 517
1 242 381
0 964 24615
1 743 957
1 354 910
0 69 99434
1 85 327
1 123 940
0 416 3783
1 149 477
0 131 56063
0 407 11976
1 757 989
0 732 62770
1 307 999
0 152 27948
1 638 1001
0 51 15427
1 12 569
1 229 917
0 309 56869
0 579 61832
0 620 88091
1 312 847
0 675 59230
0 393 12672
0 303 6791
1 420 744
1 43 370
0 560 85358
0 724 11556
0 389 90101
0 902 70489
1 343 629
1 291 986
0 82 33674
1 113 957
0 667 99363
1 156 375
0 440 77871
0 453 96683
1 372 910
1 47 710
1 387 720
1 87 195
1 275 635
1 11 961
0 408 51098
0 659 46952
0 925 21745
0 250 60273
0 5 86872
0 241 72773
1 49 349
1 30 853
0 524 85284
1 30 926
0 538 94063
0 625 9844
0 661 79624
1 77 710
0 116 40100
0 823 54814
0 421 21233
1 596 860
1 255 565
1 107 820
0 403 63491
0 537 87602
0 293 82049
1 144 380
0 767 70227
0 817 29825
1 645 985
1 760 911
0 415 63188
0 285 81174
1 403 783
1 8 334
1 210 601
1 325 911
0 571 8709
1 57 932
0 982 81347
1 163 804
0 677 71745
1 211 1000
0 402 18041
0 908 29663
0 248 98564
0 455 19786
1 417 726
0 575 76902
1 283 849
1 104 981
1 745 894
1 534 918
0 140 27408
0 823 80440
1 170 688
1 61 377
1 676 755
0 688 32066
0 237 35520
1 144 999
1 175 917
1 21 217
1 29 598
0 802 14631
0 316 81060
0 203 59196
0 700 26996
1 61 950
1 433 956
1 546 747
0 189 43266
0 890 15245
1 409 749
1 29 803
0 271 83693
1 582 977
1 1 350
1 920 981
0 537 28303
1 92 653
1 208 936
1 28 660
1 140 704
1 15 429
0 576 90422
0 914 23424
0 32 8338
0 565 62251
0 749 55311
1 10 973
1 120 466
0 857 21402
1 182 449
0 892 75636
1 919 993
0 411 76659
1 111 546
0 789 14312
0 317 77655
0 892 13965
1 328 847
1 49 989
0 574 56234
1 187 826
1 220 872
1 80 984
1 0 602
0 865 47236
0 900 26777
0 938 75382
0 720 29063
1 171 182
0 546 72885
0 44 44004
0 918 60711
1 7 100
0 671 6773
1 185 770
1 18 798
1 119 247
0 284 6312
0 725 11624
0 197 95608
1 489 933
0 293 46245
1 159 359
1 19 808
1 120 567
1 617 885
0 878 18104
0 451 51378
1 314 987
1 370 754
1 557 741
1 26 766
1 855 998
0 175 76139
1 681 835
0 623 14240
1 479 614
0 843 99953
1 2 799
0 147 94074
0 196 23827
0 982 91642
0 967 11022
0 549 78438
0 631 13395
1 134 818
1 169 878
1 309 935
1 37 683
1 419 602
0 607 80679
0 597 22058
0 638 56799
1 362 844
0 471 10165
1 821 995
1 130 465
1 91 565
0 697 49404
0 432 74580
0 271 18734
0 383 3726
1 106 925
0 350 89806
0 643 95481
1 191 591
1 115 891
0 185 20813
1 10 854
1 513 669
0 147 24067
1 610 1000
1 224 513
0 903 96616
0 651 68187
1 62 863
0 533 11603
0 304 64116
0 667 99120
0 640 34112
0 659 80169
1 179 975
1 13 452
0 301 70171
0 882 53555
1 100 890
1 296 929
1 121 612
0 29 29257
0 126 76963
0 683 3927
0 802 5136
0 871 62130
1 309 589
0 911 78642
0 501 46122
1 167 372
0 112 17203
0 340 3566
0 33 4977
1 223 918
0 527 80080
0 319 92966
1 84 800
0 924 63765
0 747 51029
0 232 21319
1 100 810
0 203 90282
1 484 798
1 327 524
1 762 1001
1 499 848
1 524 613
1 20 893
0 140 11825
1 50 793
0 788 37684
0 154 51188
1 151 367
0 397 88599
1 6 614
0 34 18785
0 876 61877
1 111 786
1 288 541
0 940 67163
1 142 493
1 132 932
1 144 551
0 915 82118
1 8 379
1 309 975
1 21 685
0 127 97777
1 107 842
0 9 40470
0 72 73615
1 325 430
0 751 74844
1 243 993
1 258 898
1 136 487
0 155 11644
1 29 847
1 433 717
0 883 14528
0 193 13320
1 156 631
0 491 63144
1 14 969
0 547 2411
1 177 832
1 155 657
1 179 484
0 602 79992
0 289 86666
0 312 75542
1 196 483
0 995 16222
0 483 82239
0 512 36003
1 63 838
1 7 166
1 419 853
1 798 906
1 4 903
0 487 58248
0 152 37544
0 547 28572
1 164 406
0 757 91542
1 121 921
0 461 71705
0 940 36974
0 994 84023
1 907 990
1 496 902
1 11 931
0 945 53197
1 96 536
1 151 756
1 20 500
1 166 981
0 10 55888
0 642 3599
1 67 810
1 412 970
0 27 73929
1 302 825
1 110 921
1 419 855
1 734 1000
0 584 31531
1 147 664
1 144 749
1 91 760
1 144 630
0 845 18756
0 412 21629
0 267 80067
1 304 935
1 742 927
0 768 21610
0 674 30154
0 27 85365
0 277 7617
1 223 870
0 419 45764
1 145 619
0 591 60440
0 302 47252
0 495 73199
1 212 391
1 640 988
1 0 725
0 443 48341
0 613 33260
1 47 962
0 130 36922
0 789 664
0 36 26557
0 326 35859
0 85 74601
0 732 13817
0 518 24464
1 59 482
1 107 856
0 84 47370
1 268 499
1 9 58
0 909 75478
1 2 871
0 565 33091
1 146 653
0 652 7063
0 202 22280
1 4 288
1 651 999
0 733 78974
0 551 36100
0 509 9386
0 751 13024
0 219 55718
0 649 38881
0 671 47426
1 189 734
1 253 877
0 462 49971
0 247 32258
1 815 864
0 778 89669
1 56 310
1 203 959
1 69 656
1 173 981
0 328 73881
0 806 88130
1 88 671
0 99 37522
0 612 21094
0 437 12070
0 688 17811
0 759 49412
1 353 467
1 825 998
1 232 749
0 473 99729
0 908 53105
0 75 29000
1 115 928
1 35 642
1 65 796
0 955 28020
1 622 823
0 672 47629
1 726 998
0 977 14954
0 646 95522
1 31 217
1 56 866
0 308 70380
1 416 674
1 279 648
0 193 46864
0 285 77126
0 892 11696
0 597 28895
1 1 345
0 867 80112
0 142 59799
0 403 81000
1 186 690
1 612 953
0 828 17827
1 286 934
1 352 859
0 407 68719
1 174 905
0 65 86455
1 221 995
0 694 21519
1 431 760
0 567 96074
0 194 22144
0 774 4324
0 243 40421
1 735 1001
1 692 959
1 24 657
0 491 13883
0 289 65775
0 685 38437
0 60 19568
0 936 92665
1 17 739
0 197 53894
1 107 997
0 422 66621
0 168 75150
1 164 893
1 40 898
0 177 46163
1 8 986
1 194 839
0 657 93313
0 190 61930
1 52 880
1 53 402
0 234 12569
0 32 16972
0 537 52761
0 615 74259
0 996 13458
0 243 89650
0 135 52065
1 353 963
0 388 29606
1 175 982
1 386 971
1 533 751
1 18 702
1 35 891
0 788 95045
1 380 749
1 157 932
0 857 40148
1 185 631
0 225 16424
1 325 668
0 549 63820
1 329 987
0 607 91867
1 41 773
1 36 731
1 157 980
1 98 938
1 136 488
1 112 309
0 616 54666
0 136 50969
1 19 943
1 17 636
1 385 966
1 466 701
0 164 45744
1 69 913
0 538 30564
1 454 887
0 504 73317
0 834 47558
0 733 98972
0 773 25405
0 670 33709
1 233 365
1 48 144
1 112 965
0 382 42826
1 242 317
1 187 855
1 50 758
0 630 26009
0 995 70241
1 742 873
1 169 475
1 99 1001
0 348 9769
0 0 2068
0 922 7039
1 374 475
1 34 917
1 7 668
1 133 285
0 760 43038
1 68 910
1 198 758
1 245 845
1 13 362
1 271 849
0 602 46803
1 225 732
1 184 663
1 79 826
1 263 727
1 321 714
0 605 35706
0 665 42521
0 698 47431
1 82 834
1 37 807
1 131 891
0 258 38437
1 270 300
0 99 48134
1 0 497
0 90 6351
1 392 901
0 794 45053
1 85 728
1 276 563
1 392 882
1 161 737
1 528 986
0 888 27020
1 143 208
0 672 29906
0 781 41703
0 397 76818
0 37 37701
0 291 91891
1 138 606
1 475 957
1 87 990
1 0 984
0 306 25135
1 31 605
0 277 69696
0 339 84322
0 596 92046
0 420 46187
1 165 801
0 609 40315
0 416 89694
1 545 738
0 961 50773
1 306 832
1 883 1001
0 288 69248
0 704 21938
1 269 939
0 960 54964
1 87 556
0 78 9414
1 452 618
1 287 769
1 328 782
0 616 68623
1 123 817
1 494 934
1 497 979
0 760 4866
0 925 16900
0 502 11123
0 803 81940
1 145 465
1 45 786
1 323 984
0 803 61696
1 597 950
0 47 80599
1 73 728
1 133 831
0 573 84491
0 812 31741
0 288 93656
0 38 88787
1 31 694
0 139 48024
0 846 38447
1 39 844
0 876 29352
1 734 986
0 996 968
1 150 710
0 835 41232
1 768 951
0 6 74179
0 573 29697
1 359 919
1 631 906
0 108 59663
1 129 749
1 149 862
0 949 97625
0 85 44344
1 8 656
0 408 19261
1 105 515
1 822 1001
0 26 42175
0 122 76797
0 456 5358
1 3 216
1 130 784
1 146 812
0 579 27261
1 563 908
0 756 16328
0 778 44154
0 268 10211
0 676 70883
1 62 705
0 651 19317
1 856 985
0 396 44435
0 297 11996
0 190 26169
1 539 978
1 364 991
0 933 5405
0 419 55723
0 702 54822
0 605 19887
0 355 34382
1 420 637
1 497 710
0 615 76779
0 812 2610
0 702 67414
0 732 4156
0 245 16924
0 614 67353
1 317 431
1 737 997
1 3 411
0 423 42494
0 876 30583
0 542 30501
1 381 674
0 427 66379
0 95 8842
1 72 515
1 90 908
0 414 53841
1 146 346
0 927 79943
1 316 518
1 427 778
0 790 84369
0 429 79403
1 101 943
1 161 741
1 121 706
1 659 982
0 890 4258
0 482 58835
1 88 983
0 874 32475
0 840 37167
1 433 530
0 699 10824
0 643 57575
1 35 958
1 109 547
0 467 97776
0 521 57876
1 259 833
0 239 97327
0 162 54459
0 628 71155
0 611 88463
1 16 343
0 98 65551
0 294 13157
1 174 762
0 709 17786
0 434 42111
1 558 894
1 97 1000
1 719 948
1 35 732
0 0 52523
1 74 728
1 197 340
1 5 257
0 804 65271
0 758 70572
1 82 429
0 962 51084
0 207 64590
1 138 933
1 136 858
1 345 950
0 28 92949
0 789 50456
0 822 64539
0 79 91093
1 116 462
0 113 8488
0 726 77530
0 609 75952
0 680 9798
1 134 745
1 135 1000
1 575 899
1 845 993
0 488 2853
0 173 55634
1 354 759
1 231 822
1 132 252
1 231 686
1 186 841
1 422 659
1 398 858
1 628 889
1 774 938
1 11 611
0 154 18479
1 110 666
0 438 40633
0 191 46398
1 381 872
0 675 77158
1 83 113
0 297 92882
0 619 54518
1 493 976
1 275 775
1 62 901
1 77 249
0 114 42133
1 158 717
0 371 26455
1 11 349
1 53 803
1 58 706
0 888 35535
1 452 584
1 465 602
1 758 981
0 772 64387
0 801 32141
0 864 80032
0 717 90969
0 411 38020
1 129 873
1 191 655
0 80 4959
1 133 917
0 692 18765
0 376 96799
0 748 19525
1 119 715
0 779 98951
1 247 992
1 835 882
1 226 658
1 387 1001
0 21 67818
1 596 844
0 983 82387
0 218 69650
0 620 80830
0 165 11650
1 131 907
1 634 890
0 367 58519
1 0 353
1 436 655
0 416 69990
1 131 601
0 728 80274
0 807 94377
0 114 26771
1 98 969
0 430 94314
1 129 319
0 357 62278
1 539 984
1 29 967
1 373 999
0 263 3708
0 791 6089
0 932 71789
1 389 912
0 829 16677
0 245 53694
0 569 47553
0 585 13663
0 545 68451
1 16 870
0 235 54986
0 906 28939
1 332 392
0 138 48141
1 28 520
1 73 546
0 59 38488
1 2 791
1 630 832
1 317 980
0 722 71784
1 174 515
0 333 68149
1 67 453
1 690 1001
0 296 18840
1 120 861
1 37 931
1 148 939
1 197 915
0 458 29337
0 431 63512
0 538 93521
1 36 538
1 183 1001
1 205 875
0 639 75275
0 829 84074
1 89 906
1 71 326
1 354 757
1 386 938
1 150 979
1 75 432
0 566 84156
0 795 89122
1 375 970
1 228 716
1 369 951
1 135 885
1 100 833
0 806 898
0 877 13721
0 109 22542
0 283 61308
0 864 95374
0 256 27230
1 266 882
1 296 906
0 908 78301
0 223 66818
0 494 54310
0 945 93983
1 511 959
0 53 33875
0 587 33586
1 85 687
1 34 252
0 770 76237
0 56 70272
0 618 56099
0 259 53509
1 74 374
1 426 722
0 410 7967
1 437 673
1 189 808
1 33 891
0 6 95854
0 510 47789
1 233 929
0 607 24183
0 435 30350
0 499 63636
0 387 10346
0 771 28558
1 16 416
1 281 608
1 344 772
0 440 40776
0 969 13016
0 663 53977
1 2 813
0 804 87140
1 192 379
1 91 997
0 688 19520
1 520 864
0 391 20046
0 152 34113
0 139 11187
0 27 20214
0 913 74243
1 438 727
0 279 70748
1 279 942
1 148 877
0 242 13710
0 807 94497
1 41 545
0 487 76736
1 29 417
1 201 749
1 289 995
0 519 94153
1 124 670
1 103 481
0 854 72585
1 171 550
1 242 385
1 353 962
1 13 494
0 773 12933
1 27 670
0 847 15240
1 497 949
0 697 39970
0 530 12393
0 221 78972
1 150 764
0 391 94499
1 199 685
0 376 17304
1 301 910
0 377 42451
0 157 33007
0 247 57294
1 798 914
0 85 27049
0 996 1104
0 478 68741
0 452 66003
0 968 43248
1 440 719
1 32 953
0 337 40585
1 26 402
0 332 45114
0 64 38214
0 204 13916
0 982 4433
1 312 969
1 694 984
1 72 749
0 177 5693
0 258 99664
